,year,month,user_id,buying_sessions,buying_ratio,money_monthly,buying_sessions_MA3,buying_ratio_MA3,money_monthly_MA3,prev_month_spendings,prev_second_month_spendings,prev_third_month_spendings,buying_sessions_prev_month,buying_sessions_p_second_month,buying_sessions_p_third_month,buying_ratio_prev_month,buying_ratio_p_second_month,buying_ratio_p_third_month,is_rich
1589,2020,6,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1590,2020,7,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1591,2020,8,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1592,2020,9,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1593,2020,10,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1594,2020,11,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1595,2020,12,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1596,2021,1,201,4.0,0.25,2525.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1597,2021,2,201,19.0,0.1959,12787.482999999997,1.3,0.083,841.7,2525.166,0.0,0.0,4.0,0.0,0.0,0.25,0.0,0.0,0
1598,2021,3,201,18.0,0.2169,13814.830499999998,7.7,0.149,5104.2,12787.482999999997,2525.166,0.0,19.0,4.0,0.0,0.1959,0.25,0.0,0
1599,2021,4,201,12.0,0.1622,7770.775,13.7,0.221,9709.2,13814.830499999998,12787.482999999997,2525.166,18.0,19.0,4.0,0.2169,0.1959,0.25,0
1600,2020,1,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1601,2020,2,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1602,2020,3,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1603,2020,4,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1604,2020,5,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1605,2020,6,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1606,2020,7,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1607,2020,8,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1608,2020,9,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1609,2020,10,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610,2020,11,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1611,2020,12,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612,2021,1,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613,2021,2,202,1.0,0.125,79.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1614,2021,3,202,26.0,0.1625,19327.713499999998,0.3,0.042,26.7,79.992,0.0,0.0,1.0,0.0,0.0,0.125,0.0,0.0,0
1615,2021,4,202,21.0,0.168,12905.2815,9.0,0.096,6469.2,19327.713499999998,79.992,0.0,26.0,1.0,0.0,0.1625,0.125,0.0,0
1616,2020,1,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1617,2020,2,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1618,2020,3,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1619,2020,4,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1620,2020,5,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1621,2020,6,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1622,2020,7,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1623,2020,8,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1624,2020,9,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1625,2020,10,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1626,2020,11,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1627,2020,12,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1628,2021,1,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1629,2021,2,203,4.0,0.1538,5322.1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1630,2021,3,203,16.0,0.1096,18290.251,1.3,0.051,1774.0,5322.1305,0.0,0.0,4.0,0.0,0.0,0.1538,0.0,0.0,1
1631,2021,4,203,11.0,0.1028,14794.3615,6.7,0.088,7870.8,18290.251,5322.1305,0.0,16.0,4.0,0.0,0.1096,0.1538,0.0,1
1632,2020,1,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1633,2020,2,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1634,2020,3,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1635,2020,4,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1636,2020,5,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1637,2020,6,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1638,2020,7,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1639,2020,8,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1640,2020,9,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1641,2020,10,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1642,2020,11,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1643,2020,12,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1644,2021,1,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1645,2021,2,204,1.0,0.25,5126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1646,2021,3,204,0.0,0.0,0.0,0.3,0.083,1708.7,5126.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0
1647,2021,4,204,0.0,0.0,0.0,0.3,0.083,1708.7,0.0,5126.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0
1648,2020,1,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1649,2020,2,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1650,2020,3,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1651,2020,4,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1652,2020,5,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1653,2020,6,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1654,2020,7,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1655,2020,8,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1656,2020,9,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1657,2020,10,205,3.0,0.1667,1021.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1658,2020,11,205,3.0,0.1875,2150.3199999999997,1.0,0.056,340.4,1021.1,0.0,0.0,3.0,0.0,0.0,0.1667,0.0,0.0,1
1659,2020,12,205,6.0,0.3,4005.729,2.0,0.118,1057.1,2150.3199999999997,1021.1,0.0,3.0,3.0,0.0,0.1875,0.1667,0.0,1
1660,2021,1,205,7.0,0.1944,2019.623,4.0,0.218,2392.4,4005.729,2150.3199999999997,1021.1,6.0,3.0,3.0,0.3,0.1875,0.1667,1
1661,2021,2,205,8.0,0.1509,13408.4,5.3,0.227,2725.2,2019.623,4005.729,2150.3199999999997,7.0,6.0,3.0,0.1944,0.3,0.1875,1
1662,2021,3,205,11.0,0.2683,13888.5285,7.0,0.215,6477.9,13408.4,2019.623,4005.729,8.0,7.0,6.0,0.1509,0.1944,0.3,1
1663,2021,4,205,8.0,0.2105,11641.782,8.7,0.205,9772.2,13888.5285,13408.4,2019.623,11.0,8.0,7.0,0.2683,0.1509,0.1944,1
1664,2020,1,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1665,2020,2,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1666,2020,3,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1667,2020,4,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1668,2020,5,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1669,2020,6,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1670,2020,7,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1671,2020,8,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1672,2020,9,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1673,2020,10,206,1.0,0.3333,139.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1674,2020,11,206,0.0,0.0,0.0,0.3,0.111,46.7,139.99,0.0,0.0,1.0,0.0,0.0,0.3333,0.0,0.0,0
1675,2020,12,206,0.0,0.0,0.0,0.3,0.111,46.7,0.0,139.99,0.0,0.0,1.0,0.0,0.0,0.3333,0.0,0
1676,2021,1,206,0.0,0.0,0.0,0.3,0.111,46.7,0.0,0.0,139.99,0.0,0.0,1.0,0.0,0.0,0.3333,0
1677,2021,2,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1678,2021,3,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1679,2021,4,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1680,2020,1,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1681,2020,2,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1682,2020,3,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683,2020,4,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1684,2020,5,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1685,2020,6,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1686,2020,7,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1687,2020,8,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1688,2020,9,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1689,2020,10,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1690,2020,11,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1691,2020,12,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1692,2021,1,207,1.0,0.0769,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1693,2021,2,207,4.0,0.1333,4912.6105,0.3,0.026,64.3,193.0,0.0,0.0,1.0,0.0,0.0,0.0769,0.0,0.0,0
1694,2021,3,207,2.0,0.0606,2381.82,1.7,0.07,1701.9,4912.6105,193.0,0.0,4.0,1.0,0.0,0.1333,0.0769,0.0,0
1695,2021,4,207,4.0,0.08,770.3000000000001,2.3,0.09,2495.8,2381.82,4912.6105,193.0,2.0,4.0,1.0,0.0606,0.1333,0.0769,0
1696,2020,1,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1697,2020,2,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1698,2020,3,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1699,2020,4,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1700,2020,5,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1701,2020,6,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1702,2020,7,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1703,2020,8,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704,2020,9,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1705,2020,10,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1706,2020,11,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1707,2020,12,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1708,2021,1,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1709,2021,2,208,3.0,0.25,2452.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1710,2021,3,208,13.0,0.0793,5498.8425,1.0,0.083,817.5,2452.37,0.0,0.0,3.0,0.0,0.0,0.25,0.0,0.0,0
1711,2021,4,208,13.0,0.1327,6176.412,5.3,0.11,2650.4,5498.8425,2452.37,0.0,13.0,3.0,0.0,0.0793,0.25,0.0,0
1712,2020,1,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1713,2020,2,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1714,2020,3,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1715,2020,4,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1716,2020,5,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1717,2020,6,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1718,2020,7,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1719,2020,8,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1720,2020,9,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1721,2020,10,209,1.0,0.1111,3777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1722,2020,11,209,3.0,0.3,201.451,0.3,0.037,1259.0,3777.0,0.0,0.0,1.0,0.0,0.0,0.1111,0.0,0.0,0
1723,2020,12,209,10.0,0.2564,1141.602,1.3,0.137,1326.2,201.451,3777.0,0.0,3.0,1.0,0.0,0.3,0.1111,0.0,0
1724,2021,1,209,11.0,0.3235,5803.161499999999,4.7,0.222,1706.7,1141.602,201.451,3777.0,10.0,3.0,1.0,0.2564,0.3,0.1111,0
1725,2021,2,209,6.0,0.2727,1996.228,8.0,0.293,2382.1,5803.161499999999,1141.602,201.451,11.0,10.0,3.0,0.3235,0.2564,0.3,0
1726,2021,3,209,10.0,0.2,6653.659,9.0,0.284,2980.3,1996.228,5803.161499999999,1141.602,6.0,11.0,10.0,0.2727,0.3235,0.2564,0
1727,2021,4,209,5.0,0.1515,1269.935,9.0,0.265,4817.7,6653.659,1996.228,5803.161499999999,10.0,6.0,11.0,0.2,0.2727,0.3235,0
1728,2020,1,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1729,2020,2,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1730,2020,3,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1731,2020,4,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1732,2020,5,210,2.0,0.25,396.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1733,2020,6,210,0.0,0.0,0.0,0.7,0.083,132.2,396.494,0.0,0.0,2.0,0.0,0.0,0.25,0.0,0.0,0
1734,2020,7,210,1.0,0.125,63.49,0.7,0.083,132.2,0.0,396.494,0.0,0.0,2.0,0.0,0.0,0.25,0.0,0
1735,2020,8,210,2.0,0.5,366.70000000000005,1.0,0.125,153.3,63.49,0.0,396.494,1.0,0.0,2.0,0.125,0.0,0.25,0
1736,2020,9,210,2.0,0.4,592.92,1.0,0.208,143.4,366.70000000000005,63.49,0.0,2.0,1.0,0.0,0.5,0.125,0.0,0
1737,2020,10,210,2.0,0.1538,1178.99,1.7,0.342,341.0,592.92,366.70000000000005,63.49,2.0,2.0,1.0,0.4,0.5,0.125,0
1738,2020,11,210,0.0,0.0,0.0,2.0,0.351,712.9,1178.99,592.92,366.70000000000005,2.0,2.0,2.0,0.1538,0.4,0.5,0
1739,2020,12,210,1.0,0.1111,5259.0,1.3,0.185,590.6,0.0,1178.99,592.92,0.0,2.0,2.0,0.0,0.1538,0.4,0
1740,2021,1,210,2.0,0.1538,344.623,1.0,0.088,2146.0,5259.0,0.0,1178.99,1.0,0.0,2.0,0.1111,0.0,0.1538,0
1741,2021,2,210,2.0,0.5,246.95350000000002,1.0,0.088,1867.9,344.623,5259.0,0.0,2.0,1.0,0.0,0.1538,0.1111,0.0,0
1742,2021,3,210,2.0,0.2222,1371.875,1.7,0.255,1950.2,246.95350000000002,344.623,5259.0,2.0,2.0,1.0,0.5,0.1538,0.1111,0
1743,2021,4,210,2.0,0.2,142.82000000000002,2.0,0.292,654.5,1371.875,246.95350000000002,344.623,2.0,2.0,2.0,0.2222,0.5,0.1538,0
1744,2020,1,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1745,2020,2,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1746,2020,3,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1747,2020,4,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1748,2020,5,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1749,2020,6,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1750,2020,7,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1751,2020,8,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1752,2020,9,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1753,2020,10,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1754,2020,11,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1755,2020,12,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1756,2021,1,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1757,2021,2,211,1.0,0.0526,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1758,2021,3,211,4.0,0.0909,7953.44,0.3,0.018,43.0,129.0,0.0,0.0,1.0,0.0,0.0,0.0526,0.0,0.0,0
1759,2021,4,211,5.0,0.1316,483.7060000000001,1.7,0.048,2694.1,7953.44,129.0,0.0,4.0,1.0,0.0,0.0909,0.0526,0.0,0
1760,2020,1,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1761,2020,2,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1762,2020,3,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1763,2020,4,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1764,2020,5,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1765,2020,6,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1766,2020,7,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1767,2020,8,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1768,2020,9,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1769,2020,10,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1770,2020,11,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1771,2020,12,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1772,2021,1,212,1.0,0.0909,3777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1773,2021,2,212,2.0,0.1538,129.89000000000001,0.3,0.03,1259.0,3777.0,0.0,0.0,1.0,0.0,0.0,0.0909,0.0,0.0,0
1774,2021,3,212,9.0,0.1607,1930.9959999999999,1.0,0.082,1302.3,129.89000000000001,3777.0,0.0,2.0,1.0,0.0,0.1538,0.0909,0.0,0
1775,2021,4,212,5.0,0.1852,272.23150000000004,4.0,0.135,1946.0,1930.9959999999999,129.89000000000001,3777.0,9.0,2.0,1.0,0.1607,0.1538,0.0909,0
